"","GridSize","seed","alpha","lambda","beta","type","SNorm","SNormTapered","SNormSeparTapered","L1Selected","L2Selected"
"1380",50,80,1,4,0,"rectangular",50.7568306694982,44.2101200577729,37.3291090846539,8,16
"1381",50,81,1,4,0,"rectangular",51.3158534225704,37.5468774301188,36.1585920119059,9,7
"1382",50,82,1,4,0,"rectangular",49.0908361420723,38.6890088109348,34.6476598421814,9,26
"1383",50,83,1,4,0,"rectangular",45.9711205147211,18.7024578025033,13.1825809221747,9,9
"1384",50,84,1,4,0,"rectangular",46.172662001563,15.872625623129,20.8516097554017,12,12
"1385",50,85,1,4,0,"rectangular",76.4640421637161,43.0812839093625,23.363403363699,13,26
"1386",50,86,1,4,0,"rectangular",47.7917009470495,39.0230693778809,41.2242267918695,6,8
"1387",50,87,1,4,0,"rectangular",84.9424272094326,42.5191256268546,33.1427393373916,19,14
"1388",50,88,1,4,0,"rectangular",74.0889684812381,28.8652019142828,7.56115576479635,16,12
"1389",50,89,1,4,0,"rectangular",55.1191107256836,26.6381084116333,28.2605735024758,8,17
"1390",50,90,1,4,0,"rectangular",44.9630348320602,33.6746098056246,20.3733780605011,16,13
"1391",50,91,1,4,0,"rectangular",57.5010507686662,22.9841699096849,27.8193732328253,7,16
"1392",50,92,1,4,0,"rectangular",45.2767114052064,20.6662026232129,24.4383957099227,8,9
"1393",50,93,1,4,0,"rectangular",37.470582807401,11.4728493904509,7.20941355955801,13,11
"1394",50,94,1,4,0,"rectangular",67.5558828386235,19.2158625624776,14.448950469983,23,8
"1395",50,95,1,4,0,"rectangular",58.8300060328722,14.1967031675176,20.8223793210669,11,9
"1396",50,96,1,4,0,"rectangular",81.1297882490215,23.6079451586152,29.8850987615911,10,14
"1397",50,97,1,4,0,"rectangular",38.4692884939194,16.5283825946409,9.70076484563403,18,12
"1398",50,98,1,4,0,"rectangular",44.0429361309724,27.5500880854254,23.6923084954268,12,6
"1399",50,99,1,4,0,"rectangular",82.8160790409994,58.1248732564742,31.1778388766998,29,13
"1400",50,100,1,4,0,"rectangular",53.9641643024108,48.634127632129,43.2301231869552,6,8
"1401",50,1,1,6,0,"rectangular",93.9222117947366,73.6208024443326,81.5279566846897,9,16
"1402",50,2,1,6,0,"rectangular",85.3198116529229,60.2205316577601,36.4724571669024,10,18
"1403",50,3,1,6,0,"rectangular",105.365298493333,88.5490147760589,89.9571136866709,9,13
"1404",50,4,1,6,0,"rectangular",95.8086782366683,86.6987875687402,65.4876725594829,20,18
"1405",50,5,1,6,0,"rectangular",71.1100759772763,45.8861895360848,36.7452240601394,14,28
"1406",50,6,1,6,0,"rectangular",84.3048948526484,60.9044145965764,50.230291325566,10,16
"1407",50,7,1,6,0,"rectangular",142.270099215771,118.806921723674,80.0520706795509,21,31
"1408",50,8,1,6,0,"rectangular",98.5117327560472,78.8955454565963,45.4529164452327,20,10
"1409",50,9,1,6,0,"rectangular",109.282951433089,99.9237708655265,91.6031486733925,25,10
"1410",50,10,1,6,0,"rectangular",92.7437656458277,72.400063332628,79.6746315505181,12,8
"1411",50,11,1,6,0,"rectangular",79.8429694316528,47.3926531449712,57.9957297601965,14,13
"1412",50,12,1,6,0,"rectangular",68.8764885310418,68.3308275944983,58.2746152214742,36,42
"1413",50,13,1,6,0,"rectangular",70.4642161661136,51.9398155592831,44.9709329056811,20,16
"1414",50,14,1,6,0,"rectangular",167.532660713038,164.268995960496,100.415774934594,38,38
"1415",50,15,1,6,0,"rectangular",59.6377560883369,39.5889204080874,46.7129140658626,10,22
"1416",50,16,1,6,0,"rectangular",88.3211592994187,60.7613450506067,64.6393642966229,9,11
"1417",50,17,1,6,0,"rectangular",111.6070554019,94.644369770555,89.3924042994691,9,21
"1418",50,18,1,6,0,"rectangular",84.6163301163973,76.28272786181,67.3064800356344,42,23
"1419",50,19,1,6,0,"rectangular",104.176433260159,95.2229620175626,83.6090249599663,16,16
"1420",50,20,1,6,0,"rectangular",83.4249623194718,57.8089780605168,54.8081829220775,37,17
"1421",50,21,1,6,0,"rectangular",72.1680628735521,16.9215945196518,18.8878409173199,13,14
"1422",50,22,1,6,0,"rectangular",106.381568765395,45.941019738308,42.6604344866943,25,14
"1423",50,23,1,6,0,"rectangular",79.4676325941871,60.4173768388729,54.6405259433487,21,16
"1424",50,24,1,6,0,"rectangular",105.813690448687,93.874480145147,83.8391598326816,26,14
"1425",50,25,1,6,0,"rectangular",80.4047824995114,72.4420977353874,68.4700743075516,13,31
"1426",50,26,1,6,0,"rectangular",92.037962309452,70.9061627284979,45.7006521984834,14,32
"1427",50,27,1,6,0,"rectangular",77.724363900853,48.4359472148754,45.2372909375249,11,15
"1428",50,28,1,6,0,"rectangular",67.4118616352489,36.4162327919278,13.8105619357528,16,20
"1429",50,29,1,6,0,"rectangular",87.4514574259958,72.9669754342221,38.157329378065,33,19
"1430",50,30,1,6,0,"rectangular",91.2317882290891,70.4221194904919,58.6107290642645,8,12
"1431",50,31,1,6,0,"rectangular",64.470762729139,42.6363551249562,37.5879803253488,18,25
"1432",50,32,1,6,0,"rectangular",89.0452894310912,80.6661004674124,91.0212365814202,12,24
"1433",50,33,1,6,0,"rectangular",98.9328542220972,59.4606661022626,55.7455047905338,11,35
"1434",50,34,1,6,0,"rectangular",90.2116608896657,82.9317586506705,79.933715079131,9,10
"1435",50,35,1,6,0,"rectangular",112.220260661582,37.7212106747937,21.2345945754873,11,12
"1436",50,36,1,6,0,"rectangular",88.1213095927244,53.1161644750043,59.1173974287057,20,10
"1437",50,37,1,6,0,"rectangular",111.680884936137,110.416802587618,94.2053523545198,14,18
"1438",50,38,1,6,0,"rectangular",93.7137715144114,56.6069165988134,69.2833219046136,27,11
"1439",50,39,1,6,0,"rectangular",81.1428228009265,78.313790617408,82.1008489639574,18,14
"1440",50,40,1,6,0,"rectangular",93.7261050217091,85.2450142962922,56.2228588038163,14,25
"1441",50,41,1,6,0,"rectangular",96.5172238763291,86.4788806324294,37.0348517592606,22,24
"1442",50,42,1,6,0,"rectangular",109.664848538728,115.110766333013,64.4269047799246,24,25
"1443",50,43,1,6,0,"rectangular",88.6984584255752,84.4485547417225,74.2873212668393,17,23
"1444",50,44,1,6,0,"rectangular",77.5286233391125,68.5313976465224,50.6503774245652,28,29
"1445",50,45,1,6,0,"rectangular",95.8923176158051,83.1894280670899,55.4914379690865,15,9
"1446",50,46,1,6,0,"rectangular",102.663866081354,101.047970617552,81.2384915798504,23,14
"1447",50,47,1,6,0,"rectangular",94.407823827439,78.6347617956198,59.9307676809386,10,23
"1448",50,48,1,6,0,"rectangular",161.819076792172,136.991104858769,120.525504250483,16,39
"1449",50,49,1,6,0,"rectangular",86.211637229546,63.5328512273668,49.7300918092043,12,21
"1450",50,50,1,6,0,"rectangular",106.881015629,77.5151581077326,80.7781154484972,11,9
"1451",50,51,1,6,0,"rectangular",93.1945387236213,58.8246026934935,41.9176025087836,24,10
"1452",50,52,1,6,0,"rectangular",94.128299406916,86.8683570550974,48.4616720483958,22,36
"1453",50,53,1,6,0,"rectangular",80.2651563723104,37.4867523917927,43.6087622656023,9,21
"1454",50,54,1,6,0,"rectangular",91.0419771813907,86.4731802129623,40.7279644040226,20,41
"1455",50,55,1,6,0,"rectangular",72.9205136696418,45.9994184425696,48.8046420343854,17,11
"1456",50,56,1,6,0,"rectangular",107.602968429387,94.0457833272149,96.565217562696,18,14
"1457",50,57,1,6,0,"rectangular",179.180809745618,95.2011632549075,96.2945360777403,11,25
"1458",50,58,1,6,0,"rectangular",102.931982258044,103.546693650641,64.7007465019382,25,24
"1459",50,59,1,6,0,"rectangular",87.8281226593163,37.8620213314812,55.4475297604286,13,11
"1460",50,60,1,6,0,"rectangular",97.5904989754043,50.4948908416649,45.8663115403661,20,12
"1461",50,61,1,6,0,"rectangular",63.9382956661857,46.2910357380274,36.7620783465921,12,28
"1462",50,62,1,6,0,"rectangular",66.464998234555,38.3314077055177,19.5878314557356,19,11
"1463",50,63,1,6,0,"rectangular",55.6791759008516,18.6170458165366,18.6385413058523,14,23
"1464",50,64,1,6,0,"rectangular",64.8088355962826,27.4410931853263,20.0954898888582,20,12
"1465",50,65,1,6,0,"rectangular",87.4594502301429,69.8611315925822,46.9947178071162,18,18
"1466",50,66,1,6,0,"rectangular",101.694062635113,78.213416224733,81.681489511702,18,8
"1467",50,67,1,6,0,"rectangular",89.7641976630051,68.6488208733392,60.3890381788194,12,10
"1468",50,68,1,6,0,"rectangular",109.982953309901,97.7455051443549,92.689529405605,11,11
"1469",50,69,1,6,0,"rectangular",95.0758399227013,81.8747143725677,56.2954678576683,19,18
"1470",50,70,1,6,0,"rectangular",83.0144664000276,77.1049537147217,84.6168375483542,8,25
"1471",50,71,1,6,0,"rectangular",108.001070058152,108.959874492563,91.9701445471992,18,25
"1472",50,72,1,6,0,"rectangular",87.6301802572468,73.2854691078849,71.3668443012334,9,18
"1473",50,73,1,6,0,"rectangular",109.080196009383,65.2915316259164,53.1753000907455,9,12
"1474",50,74,1,6,0,"rectangular",75.8896115732446,54.6163475851497,56.1531371978202,14,35
"1475",50,75,1,6,0,"rectangular",81.7384874409563,51.1352235167547,47.6524787098023,41,11
"1476",50,76,1,6,0,"rectangular",115.406578002542,100.734732603184,98.3728051548717,21,8
"1477",50,77,1,6,0,"rectangular",88.120863986997,50.9459537703726,44.9876128891748,13,9
"1478",50,78,1,6,0,"rectangular",89.030779263098,72.8139493974453,54.8819466547945,14,10
"1479",50,79,1,6,0,"rectangular",97.7565817970939,27.7597386617644,40.6929175270978,10,17
"1480",50,80,1,6,0,"rectangular",110.809164232561,99.7158925937348,65.6293990553256,19,28
"1481",50,81,1,6,0,"rectangular",97.5134118215623,91.1811660107322,90.3243826595185,8,10
"1482",50,82,1,6,0,"rectangular",110.458159978992,79.2499065469051,71.2400282348412,10,17
"1483",50,83,1,6,0,"rectangular",110.691936641585,100.51888866046,76.9472655751177,18,12
"1484",50,84,1,6,0,"rectangular",77.8856036859339,62.0861897882781,68.498708301329,16,17
"1485",50,85,1,6,0,"rectangular",98.1541187204188,40.2030675966604,24.5582349504006,11,13
"1486",50,86,1,6,0,"rectangular",97.2918449958764,76.3037390761684,83.232123926392,10,15
"1487",50,87,1,6,0,"rectangular",193.015160657055,190.943120786752,153.588997419347,39,41
"1488",50,88,1,6,0,"rectangular",149.8306073388,56.6582929190682,26.5121795647169,17,15
"1489",50,89,1,6,0,"rectangular",87.9017009040037,37.8861996443463,20.8780513016646,17,17
"1490",50,90,1,6,0,"rectangular",101.238955616062,99.4514402208731,77.9287384887185,20,22
"1491",50,91,1,6,0,"rectangular",148.870709738512,115.346899288424,105.907150180836,38,21
"1492",50,92,1,6,0,"rectangular",90.8958703185927,71.9003108807517,55.6281972826487,19,15
"1493",50,93,1,6,0,"rectangular",98.0071778180529,71.8014707493574,48.1802311905549,19,15
"1494",50,94,1,6,0,"rectangular",69.5759649021813,40.4346076373655,24.9969700681976,12,13
"1495",50,95,1,6,0,"rectangular",95.2377618856926,44.1285380282966,40.0516784478878,19,9
"1496",50,96,1,6,0,"rectangular",105.736142122623,49.9638443509517,46.6771493508767,13,13
"1497",50,97,1,6,0,"rectangular",65.2208438546427,24.5012835961259,10.1563376996197,21,17
"1498",50,98,1,6,0,"rectangular",89.5950244892024,67.8957845232599,70.3781530727174,11,10
"1499",50,99,1,6,0,"rectangular",129.550830363834,124.114255330324,83.0256567190951,28,36
"1500",50,100,1,6,0,"rectangular",112.913557598647,106.970622419921,102.56566122341,8,12
